,brand,model,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,audio_jack,bluetooth,GPS,NFC,radio,battery,approx_price_EUR,img_url,GSM,LTE,DualSim,NumberOfCores,li-ion,li-po,AMOLED,([^\w]|\b)OLED,TFT,LCD,Android,Windows,iOS
2235,LG,A290,,Yes,,2012,113.5 x 51 x 13 mm (4.47 x 2.01 x 0.51 in),92.0,Triple SIM (Mini-SIM| triple stand-by),TFT  256K colors,2.2 inches (~26.3% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,Mediatek MT6253,microSD  up to 4 GB (dedicated slot),19 MB,,1.3 MP,No,Yes,Yes,,,FM radio,Removable Li-Ion 1500 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/lg-a290-new.jpg,GSM,,,1,Yes,,,,TFT,,,,
2236,Micromax,X335C,,Yes,Yes,2013,104 x 57 x 13.3 mm (4.09 x 2.24 x 0.52 in),92.0,Dual SIM (Mini-SIM),TFT touchscreen  256K colors,2.8 inches (~41.0% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),,,VGA,No,Yes,Yes,,,FM radio,Removable Li-Ion battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/micromax-x335c.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2237,Plum,Trigger Z104,Yes  384 kbps,Yes,Yes,2013,117 x 61.5 x 11.6 mm (4.61 x 2.42 x 0.46 in),92.0,Dual SIM (Dual stand-by),Capacitive touchscreen,3.5 inches (~50.7% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,5 MP,5 MP,Yes,Yes,,,Stereo FM radio,Removable Li-Ion 1350 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/plum-trigger-z104.jpg,GSM,,Yes,2,Yes,,,,,,Yes,,
2238,Plum,Orbit,HSPA 7.2/5.76 Mbps,Yes,Yes,2012,104 x 57.3 x 11 mm (4.09 x 2.26 x 0.43 in),92.0,Dual SIM (Mini-SIM),TFT resistive touchscreen,3.2 inches (~48.9% screen-to-body ratio),240 x 400 pixels (~146 ppi pixel density),Android 2.3.1 (Gingerbread),416 MHz,Mediatek MT6516,,microSD  up to 32 GB (dedicated slot),,,2 MP| LED flash,No,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1100 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/plum-orbit.jpg,GSM,,Yes,1,Yes,,,,TFT,,Yes,,
2239,Samsung,S5230W Star WiFi,,Yes,Yes,2009,104 x 53 x 11.9 mm (4.09 x 2.09 x 0.47 in),92.0,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~46.5% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),50 MB,,3.15 MP,No,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,90.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-s5230w-star-wifi-black.jpg,GSM,,,1,Yes,,,,TFT,,,,
2240,Samsung,I6220 Star TV,,Yes,Yes,2009,105 x 53 x 12 mm (4.13 x 2.09 x 0.47 in),92.0,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~46.0% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot)  1 GB included,50 MB,,3.15 MP,No,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,130.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-i6220.jpg,GSM,,,1,Yes,,,,TFT,,,,
2241,Samsung,S5600v Blade,HSPA 7.2/0.384 Mbps,Yes,Yes,2009,102.8 x 54.8 x 12.9 mm (4.05 x 2.16 x 0.51 in),92.0,Mini-SIM,TFT touchscreen  16M colors,2.8 inches (~43.1% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot)  4 GB included,50 MB,,3.15 MP| LED flash,Videocall camera,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,200.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-blade.jpg,GSM,,,1,Yes,,,,TFT,,,,
2242,Spice,M-6363,,Yes,,2010,107 x 48.2 x 15.5 mm (4.21 x 1.90 x 0.61 in),92.0,Dual SIM (Mini-SIM),TFT  65K colors,2.0 inches (~24.4% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),,,2 MP,No,No,Yes,,,FM radio| scheduled recording,Removable Li-Ion 1500 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/spice-m6363.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2243,LG,GS500 Cookie Plus,HSPA 3.6/0.384 Mbps,Yes,Yes,2010,107 x 52.5 x 11.5 mm (4.21 x 2.07 x 0.45 in),92.5,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~45.6% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),30 MB,,3.15 MP,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 900 mAh battery,90.0,http://cdn2.gsmarena.com/vv/bigpic/lg-gs500.jpg,GSM,,,1,Yes,,,,TFT,,,,
2244,LG,KS20,HSPA 3.6/0.384 Mbps,Yes,Yes,2007,99.8 x 58 x 12.8 mm (3.93 x 2.28 x 0.50 in),92.5,Mini-SIM,TFT resistive touchscreen  256K colors (65K effective),2.8 inches (~41.9% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),Microsoft Windows Mobile 6.0 Professional,400 MHz ARM 11,Qualcomm MSM72000,Adreno 130,microSD  up to 2 GB (dedicated slot),128 MB,,2 MP| autofocus| LED flash,VGA videocall camera,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1050 mAh battery,100.0,http://cdn2.gsmarena.com/vv/bigpic/lg-ks20.gif,GSM,,,1,Yes,,,,TFT,,,Yes,
2245,Spice,M-5252,,Yes,,2010,110.6 x 47 x 15.3 mm (4.35 x 1.85 x 0.60 in),92.6,Dual SIM (Mini-SIM),TFT  256K colors,,176 x 220 pixels,,,,,microSD  up to 8 GB (dedicated slot),,,CIF,No,No,Yes,,,FM radio| scheduled recording,Removable Li-Ion 1300 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/spice-m-5252.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2246,alcatel,OT-720,,Yes,,2012,104 x 58 x 12 mm (4.09 x 2.28 x 0.47 in),93.0,Mini-SIM,TFT touchscreen  256K colors,2.8 inches (~40.2% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,104 MHz,,,microSD  up to 8 GB (dedicated slot),2 MB,,2 MP,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/alcatel-ot720.jpg,GSM,,,1,Yes,,,,TFT,,,,
2247,Bird,D720,,Yes,,2007,100 x 46 x 15.9 mm (3.94 x 1.81 x 0.63 in),93.0,Mini-SIM,TFT  260K colors,1.9 inches (~24.7% screen-to-body ratio),176 x 220 pixels (~148 ppi pixel density),,,,,miniSD,60 MB,,2 MP,No,No,Yes,,,FM radio,Removable Li-Ion 700 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/bird-d720.gif,GSM,,,1,Yes,,,,TFT,,,,
2248,Plum,Sync 3.5,,Yes,Yes,2014,118.4 x 56.2 x 9.8 mm (4.66 x 2.21 x 0.39 in),93.0,Dual SIM,TFT capacitive touchscreen  16M colors,3.5 inches (~54.8% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 4.2.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB,512 MB,256 MB RAM,1.3 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1350 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/plum-x350.jpg,GSM,,Yes,2,Yes,,,,TFT,,Yes,,
2249,Samsung,L760,Yes  384 kbps,Yes,Yes,2007,100 x 47 x 15 mm (3.94 x 1.85 x 0.59 in),93.0,Mini-SIM,TFT  256K colors,2.0 inches (~26.8% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD (dedicated slot),40 MB,,2 MP,VGA videocall camera,No,Yes,,,Stereo FM radio| RDS,Removable battery,100.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-l760.gif,GSM,,,1,,,,,TFT,,,,
2250,Spice,S-5010,,Yes,,2010,110 x 48.5 x 14.7 mm (4.33 x 1.91 x 0.58 in),93.0,Mini-SIM,CSTN  65K colors,1.8 inches (~19.1% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,Yes,No,No,Yes,,,FM radio| scheduled recording,Removable Li-Ion 780 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/spice-s5010.jpg,GSM,,,1,Yes,,,,,,,,
2251,Philips,X703,,Yes,Yes,2010,102 x 51.5 x 13 mm (4.02 x 2.03 x 0.51 in),93.5,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~48.8% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),48 MB,,3.15 MP| autofocus,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/philips-x703.jpg,GSM,,,1,Yes,,,,TFT,,,,
2252,Samsung,S5230 Star,,Yes,Yes,2009,104 x 53 x 11.9 mm (4.09 x 2.09 x 0.47 in),93.5,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~46.5% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),50 MB,,3.15 MP| ,No,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-s5230.jpg,GSM,,,1,Yes,,,,TFT,,,,
2253,alcatel,OT-810D,,Yes,Yes,2011,70 x 70 x 16.8 mm (2.76 x 2.76 x 0.66 in),93.8,Dual SIM (Mini-SIM| dual stand-by),TFT  256K colors,2.4 inches (~36.4% screen-to-body ratio),320 x 240 pixels (~167 ppi pixel density),,208 MHz,,,microSD  up to 8 GB (dedicated slot),70 MB,,2 MP,No,Yes,Yes,,,FM radio| RDS,Removable Li-Ion 850 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/alcatel-ot-810d.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2254,Micromax,A57 Ninja 3.0,HSPA 7.2/5.76 Mbps,Yes,Yes,2012,116 x 62 x 11.5 mm (4.57 x 2.44 x 0.45 in),93.8,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  256K colors,3.5 inches (~50.7% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3.5 (Gingerbread),1.0 GHz,,Adreno 200,microSD  up to 32 GB (dedicated slot),256 MB,512 MB RAM,3.15 MP,No,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1400 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/micromax-superfone-a57-ninja-3.jpg,GSM,,Yes,1,Yes,,,,TFT,,Yes,,
2255,Samsung,S5233T,,Yes,Yes,2009,106 x 53.5 x 11.9 mm (4.17 x 2.11 x 0.47 in),95.0,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~45.2% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),84 MB,,3.15 MP,No,No,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-s5233t.jpg,GSM,,,1,Yes,,,,TFT,,,,
2256,LG,C105,,Yes,Yes,2010,114.5 x 59 x 13 mm (4.51 x 2.32 x 0.51 in),94.0,Mini-SIM,TFT  256K colors,2.2 inches (~22.5% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),7 MB,,1.3 MP,No,Yes,Yes,,,FM radio| recording,Removable Li-Ion 950 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/lg-c105.jpg,GSM,,,1,Yes,,,,TFT,,,,
2257,Philips,T129,HSPA 3.6/0.384 Mbps,Yes,,2012,114.5 x 49 x 13.8 mm (4.51 x 1.93 x 0.54 in),94.0,Mini-SIM,TFT  256K colors,2.4 inches (~31.8% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),82 MB,,VGA,No,Yes,Yes,,,FM radio,Removable Li-Ion 1150 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/philips-t129.jpg,GSM,,,1,Yes,,,,TFT,,,,
2258,Samsung,S5260 Star II,,Yes,Yes,2011,107.5 x 54 x 12.4 mm (4.23 x 2.13 x 0.49 in),94.0,Mini-SIM,TFT capacitive touchscreen  256K colors,3.0 inches (~44.1% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),30 MB,,3.15 MP| ,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-s5260-star-ii-ofic.jpg,GSM,,,1,Yes,,,,TFT,,,,
2259,Samsung,S7070 Diva,,Yes,Yes,2009,101 x 54.8 x 13.4 mm (3.98 x 2.16 x 0.53 in),94.0,Mini-SIM,TFT capacitive touchscreen  16M colors,2.8 inches (~43.9% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),40 MB,,3.15 MP| autofocus,No,No,Yes,,,Stereo FM radio| RDS| recording,Removable Li-Ion 960 mAh battery,150.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-diva-s7070.jpg,GSM,,,1,Yes,,,,TFT,,,,
2260,Samsung,C6712 Star II DUOS,,Yes,Yes,2011,109.5 x 56 x 12.2 mm (4.31 x 2.20 x 0.48 in),100.0,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  256K colors,3.2 inches (~47.5% screen-to-body ratio),240 x 400 pixels (~146 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),30 MB,,3.15 MP,No,Yes,Yes,,,FM radio| RDS| recording,Removable Li-Ion 1200 mAh battery,80.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-c6712-star-ii-duos-new.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2261,LG,A200,,Yes,Yes,2011,99.8 x 51 x 15.8 mm (3.93 x 2.01 x 0.62 in),95.0,Mini-SIM,TFT  65K colors,2.2 inches (~29.9% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),128 MB ROM,64 MB RAM,2 MP,No,No,Yes,,,FM radio,Removable Li-Ion 900 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/lg-a200.jpg,GSM,,,1,Yes,,,,TFT,,,,
2262,LG,GW300,,Yes,Yes,2009,115.5 x 61 x 12.8 mm (4.55 x 2.40 x 0.50 in),95.0,Mini-SIM,TFT  256K colors,2.4 inches (~25.3% screen-to-body ratio),320 x 240 pixels (~167 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),15 MB,,2 MP,No,Yes,Yes,,,FM radio,Removable Li-Po 900 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/lg-gw300.jpg,GSM,,,1,,Yes,,,TFT,,,,
2263,LG,KU385,Yes  384 kbps,Yes,Yes,2007,96 x 45 x 17.9 mm (3.78 x 1.77 x 0.70 in),95.0,Mini-SIM,TFT  256K colors,1.9 inches (~26.3% screen-to-body ratio),176 x 220 pixels (~148 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),60 MB,,1.3 MP,VGA videocall camera,No,Yes,,,No,Removable Li-Ion 900 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/lg-ku385.jpg,GSM,,,1,Yes,,,,TFT,,,,
2264,Motorola,EX232,Yes  384 kbps,Yes,Yes,2011,105 x 58.4 x 12.9 mm| 88 cc (4.13 x 2.30 x 0.51 in),95.0,Mini-SIM,TFT resistive touchscreen  16M colors,2.8 inches (~39.6% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),64 MB ROM,128 MB RAM,2 MP,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 910 mAh battery,150.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-ex232.jpg,GSM,,,1,Yes,,,,TFT,,,,
2265,Plum,Snap,,Yes,Yes,2011,107.5 x 45.5 x 14.5 mm (4.23 x 1.79 x 0.57 in),95.0,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,1.8 inches (~20.8% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),128,64 MB,VGA,No,No,Yes,,,Stereo FM radio| recording,Removable Li-Ion 650 mAh battery (BL-4C),,http://cdn2.gsmarena.com/vv/bigpic/plum-snap.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2266,Spice,M 4580,,Yes,,2010,106 x 44.5 x 15.5 mm (4.17 x 1.75 x 0.61 in),95.0,Dual SIM (Mini-SIM),TFT  65K colors,1.8 inches (~21.6% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),2 MB,,,,No,Yes,,,FM radio| scheduled recording,Removable Li-Ion 1500 mAh battery,30.0,http://cdn2.gsmarena.com/vv/bigpic/spice-m-4580.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2267,Spice,KT-5353,,Yes,,2010,112.9 x 48.2 x 13.2 mm (4.44 x 1.90 x 0.52 in),95.0,Mini-SIM,TFT   256K colors,2.2 inches (~27.5% screen-to-body ratio),180 x 240 pixels (~136 ppi pixel density),,,,,microSD  up to 8 GB,,,VGA| LED flash,No,No,Yes,,,FM radio| recording,Removable Li-Ion battery,50.0,http://cdn2.gsmarena.com/vv/bigpic/spice-kt-5353.jpg,GSM,,,1,Yes,,,,TFT,,,,
2268,verykool,i270,,Yes,Yes,2011,102.6 x 50 x 14.2 mm (4.04 x 1.97 x 0.56 in),95.0,Mini-SIM,TFT touchscreen,2.4 inches (~32.0% screen-to-body ratio),-,,,,,microSD (dedicated slot),,,2 MP,No,Yes,Yes,,,FM radio,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i270.jpg,GSM,,,1,Yes,,,,TFT,,,,
2269,LG,T370 Cookie Smart,,Yes,Yes,2012,103 x 59 x 10.7 mm (4.06 x 2.32 x 0.42 in),95.6,Dual SIM (Mini-SIM),TFT touchscreen  256K colors,3.2 inches (~52.2% screen-to-body ratio),240 x 320 pixels (~125 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),50 MB,128 MB ROM| 64 MB RAM,2 MP,No,Yes,Yes,,,Stereo FM radio| recording,Removable Li-Ion 950 mAh battery,150.0,http://cdn2.gsmarena.com/vv/bigpic/lg-cookie-smart-t370.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2270,Bird,D736,,Yes,,2007,95 x 47 x 18.2 mm (3.74 x 1.85 x 0.72 in),96.0,Mini-SIM,TFT  260K colors,1.9 inches (~25.4% screen-to-body ratio),176 x 220 pixels (~148 ppi pixel density),,,,,microSD (dedicated slot),60 MB,,2 MP,No,No,Yes,,,FM radio,Removable Li-Ion 600 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/bird-d736.gif,GSM,,,1,Yes,,,,TFT,,,,
2271,BLU,Dash,HSPA 7.2/5.76 Mbps,Yes,Yes,2011,103 x 56 x 12 mm (4.06 x 2.20 x 0.47 in),96.0,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,2.8 inches (~42.1% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),Android 2.3 (Gingerbread),650 MHz Cortex-A9,Mediatek MT6573,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,2 MP,Yes,Yes,Yes,Yes,,Stereo FM radio,Removable Li-Ion 1110 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/blu-dash.jpg,GSM,,Yes,1,Yes,,,,TFT,,Yes,,
2272,LG,T375 Cookie Smart,,Yes,Yes,2012,103 x 59 x 10.7 mm (4.06 x 2.32 x 0.42 in),96.0,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,3.2 inches (~52.2% screen-to-body ratio),240 x 320 pixels (~125 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),50 MB,128 MB ROM| 64 MB RAM,2 MP,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 950 mAh battery,70.0,http://cdn2.gsmarena.com/vv/bigpic/lg-cookie-smart-t375.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2273,Micromax,Q50,,Yes,Yes,2010,114 x 60 x 10.4 mm (4.49 x 2.36 x 0.41 in),96.0,Dual SIM (Mini-SIM),TFT  256K colors,2.2 inches (~21.9% screen-to-body ratio),320 x 240 pixels (~182 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),,,2 MP,No,Yes,Yes,,,Stereo FM radio| recording,Removable Li-Ion 1000 mAh battery,40.0,http://cdn2.gsmarena.com/vv/bigpic/micromax-Q50.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2274,Samsung,S5600 Preston,HSPA 7.2/0.384 Mbps,Yes,Yes,2009,102.8 x 54.8 x 12.9 mm (4.05 x 2.16 x 0.51 in),96.0,Mini-SIM,TFT capacitive touchscreen  16M colors,2.8 inches (~43.1% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),80 MB,,3.15 MP| LED flash,Videocall camera,No,Yes,Yes,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,90.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-s5600.jpg,GSM,,,1,Yes,,,,TFT,,,,
2275,Spice,M-940n,,Yes,,2010,115 x 50 x 13 mm (4.53 x 1.97 x 0.51 in),96.0,Dual SIM (Mini-SIM),TFT  65K colors,2.4 inches (~31.0% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),8 MB,,2 MP,No,No,Yes,,,FM radio| scheduled recording,Removable Li-Ion 1000 mAh battery,60.0,http://cdn2.gsmarena.com/vv/bigpic/spice-m-940n.jpg,GSM,,Yes,1,Yes,,,,TFT,,,,
2276,alcatel,OT-905,Yes  384 kbps,Yes,Yes,2011,109.8 x 58 x 12.4 mm (4.32 x 2.28 x 0.49 in),96.4,Mini-SIM,TFT resistive touchscreen  256K colors,2.8 inches (~38.1% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,245 MHz,,,microSD  up to 32 GB (dedicated slot),50 MB,,2 MP,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 850 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-onetouch905.jpg,GSM,,,1,Yes,,,,TFT,,,,
2277,verykool,i277,,Yes,,2011,111 x 53 x 12.7 mm (4.37 x 2.09 x 0.5 in),96.4,Mini-SIM,TFT touchscreen,3.0 inches (~43.5% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,,,FM radio,Removable Li-Ion battery,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i277.jpg,GSM,,,1,Yes,,,,TFT,,,,
2278,Allview,X2 Soul Mini,HSPA,Yes,Yes,2014,139.8 x 67.4 x 5.2 mm (5.50 x 2.65 x 0.20 in),97.0,Micro-SIM,AMOLED capacitive touchscreen  16M colors,4.8 inches (~67.4% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,No,16 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,,FM radio| RDS,Non-removable Li-Ion 2050 mAh battery,230.0,http://cdn2.gsmarena.com/vv/bigpic/allview-x2-soul-mini.jpg,GSM,,,8,Yes,,AMOLED,,,,Yes,,
2279,LG,A395,,Yes,,2013,114.4 x 51.6 x 13 mm (4.50 x 2.03 x 0.51 in),97.0,Quad SIM (Mini-SIM),TFT  256K colors,2.2 inches (~25.4% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,104 MHz,Mediatek MT6253,,microSD  up to 8 GB (dedicated slot),128 MB,,1.3 MP,No,Yes,Yes,,,FM radio,Removable Li-Ion 1500 mAh battery,90.0,http://cdn2.gsmarena.com/vv/bigpic/lg-a395.jpg,GSM,,,1,Yes,,,,TFT,,,,
2280,Philips,Xenium K700,,Yes,Yes,2009,101 x 52 x 13.2 mm (3.98 x 2.05 x 0.52 in),97.0,Mini-SIM,TFT touchscreen  256K colors,2.8 inches (~42.5% screen-to-body ratio),240 x 400 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),48 MB,,3.15 MP| autofocus,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 1000 mAh battery,210.0,http://cdn2.gsmarena.com/vv/bigpic/philips-k700.jpg,GSM,,,1,Yes,,,,TFT,,,,
2281,Plum,Sync 4.0,,Yes,Yes,2014,120.4 x 63.6 x 9.8 mm (4.74 x 2.50 x 0.39 in),97.0,Dual SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~57.6% screen-to-body ratio),480 x 854 pixels (~245 ppi pixel density),Android 4.4 (KitKat),Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB,512 MB,256 MB RAM,5 MP| autofocus| LED flash,1.3 MP|  face detection,Yes,Yes,Yes,,FM radio,Removable Li-Ion 1200 mAh battery,,http://cdn2.gsmarena.com/vv/bigpic/plum-x400.jpg,GSM,,Yes,2,Yes,,,,TFT,,Yes,,
2282,Samsung,M3710 Corby Beat,,Yes,Yes,2010,105 x 56.5 x 12.4 mm (4.13 x 2.22 x 0.49 in),97.0,Mini-SIM,TFT capacitive touchscreen  256K colors,2.8 inches (~40.9% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),50 MB,,2 MP,No,Yes,Yes,,,Stereo FM radio| RDS,Removable Li-Ion 960 mAh battery,120.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-m3710-corby-beat-new.jpg,GSM,,,1,Yes,,,,TFT,,,,
